,Pedestrians_Count,Lockdown_Stage,Vehicle_Count,Covid_Cases
18-11-2010,258074,Stage 0,,0.0
18-11-2011,301296,Stage 0,,0.0
18-11-2012,214420,Stage 0,,0.0
18-11-2013,514034,Stage 0,,0.0
18-11-2014,505522,Stage 0,,0.0
18-11-2015,686578,Stage 0,,0.0
18-11-2016,698643,Stage 0,,0.0
18-11-2017,656106,Stage 0,,0.0
18-11-2018,634147,Stage 0,,0.0
18-11-2019,844785,Stage 0,22698.0,0.0
18-11-2020,313407,Stage 2,,0.0
18-12-2009,367505,Stage 0,,0.0
18-12-2010,206145,Stage 0,,0.0
18-12-2011,183492,Stage 0,,0.0
18-12-2012,341889,Stage 0,,0.0
18-12-2013,535066,Stage 0,,0.0
18-12-2014,505133,Stage 0,,0.0
18-12-2015,729509,Stage 0,,0.0
18-12-2016,504656,Stage 0,,0.0
18-12-2017,764671,Stage 0,,0.0
18-12-2018,772259,Stage 0,,0.0
18-12-2019,866384,Stage 0,24428.0,0.0
18-12-2020,572248,Stage 0,,0.0
19-01-2010,286396,Stage 0,,0.0
19-01-2011,285213,Stage 0,,0.0
19-01-2012,334075,Stage 0,,0.0
19-01-2013,258919,Stage 0,,0.0
19-01-2014,411870,Stage 0,,0.0
19-01-2015,528505,Stage 0,,0.0
19-01-2016,653133,Stage 0,,0.0
19-01-2017,620063,Stage 0,,0.0
19-01-2018,723380,Stage 0,,0.0
19-01-2019,670861,Stage 0,15879.0,0.0
19-01-2020,641021,Stage 0,16686.0,0.0
19-01-2021,408635,Stage 0,,0.0
19-02-2010,337402,Stage 0,,0.0
19-02-2011,213265,Stage 0,,0.0
19-02-2012,225945,Stage 0,,0.0
19-02-2013,264660,Stage 0,,0.0
19-02-2014,497484,Stage 0,,0.0
19-02-2015,641733,Stage 0,,0.0
19-02-2016,736845,Stage 0,,0.0
19-02-2017,451979,Stage 0,,0.0
19-02-2018,759345,Stage 0,,0.0
19-02-2019,715682,Stage 0,18130.0,0.0
19-02-2020,795921,Stage 0,22479.0,0.0
19-02-2021,371451,Stage 3,,0.0
19-03-2010,334247,Stage 0,,0.0
19-03-2011,220222,Stage 0,,0.0
19-03-2012,321107,Stage 0,,0.0
19-03-2013,298646,Stage 0,,0.0
19-03-2014,524405,Stage 0,,0.0
19-03-2015,623515,Stage 0,,0.0
19-03-2016,625400,Stage 0,,0.0
19-03-2017,425861,Stage 0,,0.0
19-03-2018,754464,Stage 0,,0.0
19-03-2019,761115,Stage 0,19950.0,0.0
19-03-2020,455613,Stage 0,22484.0,33.0
19-03-2021,581267,Stage 3,,0.0
19-04-2010,271477,Stage 0,,0.0
19-04-2011,301214,Stage 0,,0.0
19-04-2012,326976,Stage 0,,0.0
19-04-2013,347137,Stage 0,,0.0
19-04-2014,487445,Stage 0,,0.0
19-04-2015,387304,Stage 0,,0.0
19-04-2016,699771,Stage 0,,0.0
19-04-2017,580933,Stage 0,,0.0
19-04-2018,814806,Stage 0,,0.0
19-04-2019,689807,Stage 0,13026.0,0.0
19-04-2020,132400,Stage 3,9506.0,1.0
19-04-2021,461632,Stage 3,,0.0
19-05-2009,274663,Stage 0,,0.0
19-05-2010,277155,Stage 0,,0.0
19-05-2011,271577,Stage 0,,0.0
19-05-2012,258617,Stage 0,,0.0
19-05-2013,201812,Stage 0,,0.0
19-05-2014,444757,Stage 0,,0.0
19-05-2015,535738,Stage 0,,0.0
19-05-2016,667355,Stage 0,,0.0
19-05-2017,616429,Stage 0,,0.0
19-05-2018,668033,Stage 0,,0.0
19-05-2019,530895,Stage 0,14377.0,0.0
19-05-2020,206803,Stage 3,16263.0,3.0
19-05-2021,337444,Stage 0,,0.0
19-06-2009,316792,Stage 0,,0.0
19-06-2010,221451,Stage 0,,0.0
19-06-2011,167518,Stage 0,,0.0
19-06-2012,279729,Stage 0,,0.0
19-06-2013,254031,Stage 0,,0.0
19-06-2014,473161,Stage 0,,0.0
19-06-2015,693785,Stage 0,,0.0
19-06-2016,447823,Stage 0,,0.0
19-06-2017,508138,Stage 0,,0.0
19-06-2018,682511,Stage 0,,0.0
19-06-2019,710708,Stage 0,22231.0,0.0
19-06-2020,352116,Stage 3,,25.0
19-07-2009,203494,Stage 0,,0.0
19-07-2010,264962,Stage 0,,0.0
19-07-2011,248480,Stage 0,,0.0
19-07-2012,301547,Stage 0,,0.0
19-07-2013,298499,Stage 0,,0.0
19-07-2014,407153,Stage 0,,0.0
19-07-2015,477802,Stage 0,,0.0
19-07-2016,625272,Stage 0,,0.0
19-07-2017,555027,Stage 0,,0.0
19-07-2018,725351,Stage 0,,0.0
19-07-2019,902692,Stage 0,22776.0,0.0
19-07-2020,118789,Stage 3,,248.0
19-08-2009,278080,Stage 0,,0.0
19-08-2010,271429,Stage 0,,0.0
19-08-2011,309866,Stage 0,,0.0
19-08-2012,205832,Stage 0,,0.0
19-08-2013,241327,Stage 0,,0.0
19-08-2014,434950,Stage 0,,0.0
19-08-2015,555653,Stage 0,,0.0
19-08-2016,637766,Stage 0,,0.0
19-08-2017,559997,Stage 0,,0.0
19-08-2018,496016,Stage 0,,0.0
19-08-2019,723336,Stage 0,21134.0,0.0
19-08-2020,88247,Stage 4,,205.0
19-09-2009,198912,Stage 0,,0.0
19-09-2010,172564,Stage 0,,0.0
19-09-2011,252278,Stage 0,,0.0
19-09-2012,269559,Stage 0,,0.0
19-09-2013,386505,Stage 0,,0.0
19-09-2014,515337,Stage 0,,0.0
19-09-2015,578018,Stage 0,,0.0
19-09-2016,655191,Stage 0,,0.0
19-09-2017,645505,Stage 0,,0.0
19-09-2018,768576,Stage 0,,0.0
19-09-2019,774466,Stage 0,24035.0,0.0
19-09-2020,147970,Stage 4,,13.0
19-10-2009,263115,Stage 0,,0.0
19-10-2010,261770,Stage 0,,0.0
19-10-2011,265828,Stage 0,,0.0
19-10-2012,356468,Stage 0,,0.0
19-10-2013,414553,Stage 0,,0.0
19-10-2014,379097,Stage 0,,0.0
19-10-2015,578945,Stage 0,,0.0
19-10-2016,583126,Stage 0,,0.0
19-10-2017,631220,Stage 0,,0.0
19-10-2018,853431,Stage 0,,0.0
19-10-2019,690292,Stage 0,22276.0,0.0
19-10-2020,168411,Stage 3,,0.0
19-11-2009,290554,Stage 0,,0.0
19-11-2010,324687,Stage 0,,0.0
19-11-2011,182062,Stage 0,,0.0
19-11-2012,301145,Stage 0,,0.0
19-11-2013,509290,Stage 0,,0.0
19-11-2014,538168,Stage 0,,0.0
19-11-2015,696855,Stage 0,,0.0
19-11-2016,603565,Stage 0,,0.0
19-11-2017,650402,Stage 0,,0.0
19-11-2018,650635,Stage 0,,0.0
19-11-2019,875345,Stage 0,23557.0,0.0
19-11-2020,300283,Stage 2,,0.0
19-12-2009,235314,Stage 0,,0.0
19-12-2010,149666,Stage 0,,0.0
19-12-2011,288630,Stage 0,,0.0
19-12-2012,328833,Stage 0,,0.0
19-12-2013,460037,Stage 0,,0.0
19-12-2014,582335,Stage 0,,0.0
19-12-2015,483554,Stage 0,,0.0
19-12-2016,641861,Stage 0,,0.0
19-12-2017,707022,Stage 0,,0.0
19-12-2018,794461,Stage 0,,0.0
19-12-2019,949898,Stage 0,25273.0,0.0
19-12-2020,599961,Stage 0,,0.0
20-01-2010,304682,Stage 0,,0.0
20-01-2011,297156,Stage 0,,0.0
20-01-2012,340642,Stage 0,,0.0
20-01-2013,219587,Stage 0,,0.0
20-01-2014,493019,Stage 0,,0.0
20-01-2015,565802,Stage 0,,0.0
20-01-2016,698114,Stage 0,,0.0
20-01-2017,642266,Stage 0,,0.0
20-01-2018,748664,Stage 0,,0.0
20-01-2019,542220,Stage 0,12620.0,0.0
20-01-2020,705198,Stage 0,20913.0,0.0
20-01-2021,462693,Stage 0,,0.0
20-02-2010,223760,Stage 0,,0.0
20-02-2011,171000,Stage 0,,0.0
20-02-2012,298807,Stage 0,,0.0
20-02-2013,311402,Stage 0,,0.0
20-02-2014,516173,Stage 0,,0.0
20-02-2015,696494,Stage 0,,0.0
20-02-2016,885831,Stage 0,,0.0
20-02-2017,543044,Stage 0,,0.0
20-02-2018,796056,Stage 0,,0.0
20-02-2019,749110,Stage 0,18461.0,0.0
20-02-2020,906567,Stage 0,23076.0,0.0
20-02-2021,435862,Stage 3,,0.0
20-03-2010,258551,Stage 0,,0.0
20-03-2011,190046,Stage 0,,0.0
20-03-2012,316035,Stage 0,,0.0
20-03-2013,303027,Stage 0,,0.0
20-03-2014,534601,Stage 0,,0.0
20-03-2015,692880,Stage 0,,0.0
20-03-2016,646783,Stage 0,,0.0
20-03-2017,511016,Stage 0,,0.0
20-03-2018,767316,Stage 0,,0.0
20-03-2019,771572,Stage 0,20118.0,0.0
20-03-2020,443190,Stage 0,22439.0,36.0
20-03-2021,582152,Stage 3,,0.0
20-04-2010,276696,Stage 0,,0.0
20-04-2011,290243,Stage 0,,0.0
20-04-2012,366536,Stage 0,,0.0
20-04-2013,293365,Stage 0,,0.0
20-04-2014,396435,Stage 0,,0.0
20-04-2015,554574,Stage 0,,0.0
20-04-2016,718849,Stage 0,,0.0
20-04-2017,622035,Stage 0,,0.0
20-04-2018,917216,Stage 0,,0.0
20-04-2019,802371,Stage 0,15264.0,0.0
20-04-2020,137402,Stage 3,12259.0,2.0
20-04-2021,402606,Stage 3,,0.0
20-05-2009,275909,Stage 0,,0.0
20-05-2010,282155,Stage 0,,0.0
20-05-2011,317100,Stage 0,,0.0
20-05-2012,200102,Stage 0,,0.0
20-05-2013,247618,Stage 0,,0.0
20-05-2014,447409,Stage 0,,0.0
20-05-2015,564353,Stage 0,,0.0
20-05-2016,821240,Stage 0,,0.0
20-05-2017,550704,Stage 0,,0.0
20-05-2018,482905,Stage 0,,0.0
20-05-2019,666502,Stage 0,19263.0,0.0
20-05-2020,212677,Stage 3,16773.0,5.0
20-05-2021,333437,Stage 0,,0.0
20-06-2009,203292,Stage 0,,0.0
20-06-2010,157969,Stage 0,,0.0
20-06-2011,240981,Stage 0,,0.0
20-06-2012,270540,Stage 0,,0.0
20-06-2013,269390,Stage 0,,0.0
20-06-2014,555487,Stage 0,,0.0
20-06-2015,553100,Stage 0,,0.0
20-06-2016,522406,Stage 0,,0.0
20-06-2017,542160,Stage 0,,0.0
20-06-2018,706399,Stage 0,,0.0
20-06-2019,715860,Stage 0,21390.0,0.0
20-06-2020,369257,Stage 3,,16.0
20-07-2009,263866,Stage 0,,0.0
20-07-2010,256651,Stage 0,,0.0
20-07-2011,252098,Stage 0,,0.0
20-07-2012,349569,Stage 0,,0.0
20-07-2013,183197,Stage 0,,0.0
20-07-2014,355669,Stage 0,,0.0
20-07-2015,572470,Stage 0,,0.0
20-07-2016,683684,Stage 0,,0.0
20-07-2017,547041,Stage 0,,0.0
20-07-2018,844692,Stage 0,,0.0
20-07-2019,710178,Stage 0,20142.0,0.0
20-07-2020,140749,Stage 3,,318.0
20-08-2009,274759,Stage 0,,0.0
20-08-2010,312054,Stage 0,,0.0
20-08-2011,215947,Stage 0,,0.0
20-08-2012,272274,Stage 0,,0.0
20-08-2013,241717,Stage 0,,0.0
20-08-2014,464615,Stage 0,,0.0
20-08-2015,581304,Stage 0,,0.0
20-08-2016,582975,Stage 0,,0.0
20-08-2017,515892,Stage 0,,0.0
20-08-2018,662631,Stage 0,,0.0
20-08-2019,757905,Stage 0,22671.0,0.0
20-08-2020,104583,Stage 4,,156.0
20-09-2009,178683,Stage 0,,0.0
20-09-2010,264062,Stage 0,,0.0
20-09-2011,240655,Stage 0,,0.0
20-09-2012,306868,Stage 0,,0.0
20-09-2013,454608,Stage 0,,0.0
20-09-2014,405300,Stage 0,,0.0
20-09-2015,494670,Stage 0,,0.0
20-09-2016,683102,Stage 0,,0.0
20-09-2017,682738,Stage 0,,0.0
20-09-2018,822055,Stage 0,,0.0
20-09-2019,952824,Stage 0,24272.0,0.0
20-09-2020,129662,Stage 4,,11.0
20-10-2009,268011,Stage 0,,0.0
20-10-2010,277154,Stage 0,,0.0
20-10-2011,264885,Stage 0,,0.0
20-10-2012,264922,Stage 0,,0.0
20-10-2013,338062,Stage 0,,0.0
20-10-2014,487254,Stage 0,,0.0
20-10-2015,568350,Stage 0,,0.0
20-10-2016,620526,Stage 0,,0.0
20-10-2017,781822,Stage 0,,0.0
20-10-2018,581094,Stage 0,,0.0
20-10-2019,589576,Stage 0,17169.0,0.0
20-10-2020,184648,Stage 3,,3.0
20-11-2009,325593,Stage 0,,0.0
20-11-2010,217331,Stage 0,,0.0
20-11-2011,187988,Stage 0,,0.0
20-11-2012,306046,Stage 0,,0.0
20-11-2013,471577,Stage 0,,0.0
20-11-2014,493761,Stage 0,,0.0
20-11-2015,692160,Stage 0,,0.0
20-11-2016,489189,Stage 0,,0.0
20-11-2017,714372,Stage 0,,0.0
20-11-2018,612966,Stage 0,,0.0
20-11-2019,923790,Stage 0,24049.0,0.0
20-11-2020,397150,Stage 2,,0.0
20-12-2009,216741,Stage 0,,0.0
20-12-2010,274241,Stage 0,,0.0
20-12-2011,334042,Stage 0,,0.0
20-12-2012,360645,Stage 0,,0.0
20-12-2013,576308,Stage 0,,0.0
20-12-2014,465695,Stage 0,,0.0
20-12-2015,432209,Stage 0,,0.0
20-12-2016,658083,Stage 0,,0.0
20-12-2017,823697,Stage 0,,0.0
20-12-2018,808204,Stage 0,,0.0
20-12-2019,743775,Stage 0,23562.0,0.0
20-12-2020,539991,Stage 0,,0.0
21-01-2010,306241,Stage 0,,0.0
21-01-2011,309621,Stage 0,,0.0
21-01-2012,246365,Stage 0,,0.0
21-01-2013,296758,Stage 0,,0.0
21-01-2014,517377,Stage 0,,0.0
21-01-2015,586215,Stage 0,,0.0
21-01-2016,720653,Stage 0,,0.0
21-01-2017,539631,Stage 0,,0.0
21-01-2018,607319,Stage 0,,0.0
21-01-2019,663293,Stage 0,16167.0,0.0
21-01-2020,930068,Stage 0,22044.0,0.0
21-01-2021,425539,Stage 0,,0.0
21-02-2010,201654,Stage 0,,0.0
21-02-2011,240156,Stage 0,,0.0
21-02-2012,311675,Stage 0,,0.0
21-02-2013,297047,Stage 0,,0.0
21-02-2014,554490,Stage 0,,0.0
21-02-2015,711394,Stage 0,,0.0
21-02-2016,721722,Stage 0,,0.0
21-02-2017,587453,Stage 0,,0.0
21-02-2018,801724,Stage 0,,0.0
21-02-2019,751133,Stage 0,19031.0,0.0
21-02-2020,910750,Stage 0,22941.0,0.0
21-02-2021,357956,Stage 3,,0.0
21-03-2010,235109,Stage 0,,0.0
21-03-2011,260459,Stage 0,,0.0
21-03-2012,278404,Stage 0,,0.0
21-03-2013,293135,Stage 0,,0.0
21-03-2014,570824,Stage 0,,0.0
21-03-2015,577248,Stage 0,,0.0
21-03-2016,712722,Stage 0,,0.0
21-03-2017,506996,Stage 0,,0.0
21-03-2018,821836,Stage 0,,0.0
21-03-2019,816834,Stage 0,20168.0,0.0
21-03-2020,300313,Stage 0,18530.0,35.0
21-03-2021,345215,Stage 3,,0.0
21-04-2010,286697,Stage 0,,0.0
21-04-2011,322905,Stage 0,,0.0
21-04-2012,274419,Stage 0,,0.0
21-04-2013,210884,Stage 0,,0.0
21-04-2014,369599,Stage 0,,0.0
21-04-2015,556354,Stage 0,,0.0
21-04-2016,661643,Stage 0,,0.0
21-04-2017,611644,Stage 0,,0.0
21-04-2018,760740,Stage 0,,0.0
21-04-2019,662358,Stage 0,11729.0,0.0
21-04-2020,153021,Stage 3,13057.0,0.0
21-04-2021,529572,Stage 0,,0.0
21-05-2009,277363,Stage 0,,0.0
21-05-2010,341441,Stage 0,,0.0
21-05-2011,254220,Stage 0,,0.0
21-05-2012,285309,Stage 0,,0.0
21-05-2013,278707,Stage 0,,0.0
21-05-2014,495897,Stage 0,,0.0
21-05-2015,564108,Stage 0,,0.0
21-05-2016,676442,Stage 0,,0.0
21-05-2017,425269,Stage 0,,0.0
21-05-2018,642220,Stage 0,,0.0
21-05-2019,719499,Stage 0,20222.0,0.0
21-05-2020,180951,Stage 3,16955.0,9.0
21-05-2021,406149,Stage 0,,0.0
21-06-2009,165417,Stage 0,,0.0
21-06-2010,248160,Stage 0,,0.0
21-06-2011,231844,Stage 0,,0.0
21-06-2012,267276,Stage 0,,0.0
21-06-2013,301243,Stage 0,,0.0
21-06-2014,464194,Stage 0,,0.0
21-06-2015,449758,Stage 0,,0.0
21-06-2016,592111,Stage 0,,0.0
21-06-2017,531468,Stage 0,,0.0
21-06-2018,720637,Stage 0,,0.0
21-06-2019,840373,Stage 0,21721.0,0.0
21-06-2020,242993,Stage 3,,11.0
21-07-2009,266470,Stage 0,,0.0
21-07-2010,280382,Stage 0,,0.0
21-07-2011,253675,Stage 0,,0.0
21-07-2012,266543,Stage 0,,0.0
21-07-2013,210726,Stage 0,,0.0
21-07-2014,438200,Stage 0,,0.0
21-07-2015,590831,Stage 0,,0.0
21-07-2016,678339,Stage 0,,0.0
21-07-2017,681935,Stage 0,,0.0
21-07-2018,691067,Stage 0,,0.0
21-07-2019,569077,Stage 0,15509.0,0.0
21-07-2020,153368,Stage 3,,429.0
21-08-2009,305432,Stage 0,,0.0
21-08-2010,209043,Stage 0,,0.0
21-08-2011,179975,Stage 0,,0.0
21-08-2012,279558,Stage 0,,0.0
21-08-2013,253479,Stage 0,,0.0
21-08-2014,482197,Stage 0,,0.0
21-08-2015,640856,Stage 0,,0.0
21-08-2016,462621,Stage 0,,0.0
21-08-2017,524362,Stage 0,,0.0
21-08-2018,687686,Stage 0,,0.0
21-08-2019,794772,Stage 0,23231.0,0.0
21-08-2020,107036,Stage 4,,165.0
21-09-2009,274043,Stage 0,,0.0
21-09-2010,270119,Stage 0,,0.0
21-09-2011,263184,Stage 0,,0.0
21-09-2012,335469,Stage 0,,0.0
21-09-2013,350803,Stage 0,,0.0
21-09-2014,364105,Stage 0,,0.0
21-09-2015,543834,Stage 0,,0.0
21-09-2016,643293,Stage 0,,0.0
21-09-2017,693047,Stage 0,,0.0
21-09-2018,954671,Stage 0,,0.0
21-09-2019,566683,Stage 0,22261.0,0.0
21-09-2020,131873,Stage 4,,26.0
21-10-2009,263946,Stage 0,,0.0
21-10-2010,293501,Stage 0,,0.0
21-10-2011,298253,Stage 0,,0.0
21-10-2012,189805,Stage 0,,0.0
21-10-2013,363949,Stage 0,,0.0
21-10-2014,490436,Stage 0,,0.0
21-10-2015,538916,Stage 0,,0.0
21-10-2016,578488,Stage 0,,0.0
21-10-2017,562875,Stage 0,,0.0
21-10-2018,557171,Stage 0,,0.0
21-10-2019,794146,Stage 0,21845.0,0.0
21-10-2020,179286,Stage 3,,5.0
21-11-2009,218332,Stage 0,,0.0
21-11-2010,186810,Stage 0,,0.0
21-11-2011,271857,Stage 0,,0.0
21-11-2012,297569,Stage 0,,0.0
21-11-2013,528087,Stage 0,,0.0
21-11-2014,593266,Stage 0,,0.0
21-11-2015,566248,Stage 0,,0.0
21-11-2016,526122,Stage 0,,0.0
21-11-2017,745748,Stage 0,,0.0
21-11-2018,693842,Stage 0,,0.0
21-11-2019,826092,Stage 0,24404.0,0.0
21-11-2020,489118,Stage 2,,0.0
21-12-2009,322879,Stage 0,,0.0
21-12-2010,298678,Stage 0,,0.0
21-12-2011,342220,Stage 0,,0.0
21-12-2012,369477,Stage 0,,0.0
21-12-2013,482956,Stage 0,,0.0
21-12-2014,391600,Stage 0,,0.0
21-12-2015,702929,Stage 0,,0.0
21-12-2016,716383,Stage 0,,0.0
21-12-2017,886626,Stage 0,,0.0
21-12-2018,743875,Stage 0,,0.0
21-12-2019,747902,Stage 0,22561.0,0.0
21-12-2020,464319,Stage 0,,1.0
22-01-2010,313882,Stage 0,,0.0
22-01-2011,224876,Stage 0,,0.0
22-01-2012,203911,Stage 0,,0.0
22-01-2013,309211,Stage 0,,0.0
22-01-2014,553006,Stage 0,,0.0
22-01-2015,562570,Stage 0,,0.0
22-01-2016,702372,Stage 0,,0.0
22-01-2017,445390,Stage 0,,0.0
22-01-2018,749950,Stage 0,,0.0
22-01-2019,686543,Stage 0,17017.0,0.0
22-01-2020,863529,Stage 0,22329.0,0.0
22-01-2021,495562,Stage 0,,0.0
22-02-2010,278903,Stage 0,,0.0
22-02-2011,260764,Stage 0,,0.0
22-02-2012,324497,Stage 0,,0.0
22-02-2013,337360,Stage 0,,0.0
22-02-2014,666742,Stage 0,,0.0
22-02-2015,703631,Stage 0,,0.0
22-02-2016,633825,Stage 0,,0.0
22-02-2017,586389,Stage 0,,0.0
22-02-2018,819283,Stage 0,,0.0
22-02-2019,865191,Stage 0,19511.0,0.0
22-02-2020,746653,Stage 0,21906.0,2.0
22-02-2021,321433,Stage 3,,0.0
22-03-2010,283585,Stage 0,,0.0
22-03-2011,266800,Stage 0,,0.0
22-03-2012,326323,Stage 0,,0.0
22-03-2013,339984,Stage 0,,0.0
22-03-2014,438224,Stage 0,,0.0
22-03-2015,555312,Stage 0,,0.0
22-03-2016,695215,Stage 0,,0.0
22-03-2017,528266,Stage 0,,0.0
22-03-2018,880262,Stage 0,,0.0
22-03-2019,895318,Stage 0,20631.0,0.0
22-03-2020,225833,Stage 0,13914.0,59.0
22-03-2021,376305,Stage 3,,0.0
22-04-2010,292666,Stage 0,,0.0
22-04-2011,176744,Stage 0,,0.0
22-04-2012,198012,Stage 0,,0.0
22-04-2013,270541,Stage 0,,0.0
22-04-2014,415935,Stage 0,,0.0
22-04-2015,570779,Stage 0,,0.0
22-04-2016,792029,Stage 0,,0.0
22-04-2017,556652,Stage 0,,0.0
22-04-2018,625226,Stage 0,,0.0
22-04-2019,531714,Stage 0,11632.0,0.0
22-04-2020,148798,Stage 3,12713.0,1.0
22-04-2021,536010,Stage 0,,0.0
22-05-2009,356849,Stage 0,,0.0
22-05-2010,239443,Stage 0,,0.0
22-05-2011,167542,Stage 0,,0.0
22-05-2012,284175,Stage 0,,0.0
22-05-2013,278887,Stage 0,,0.0
22-05-2014,494712,Stage 0,,0.0
22-05-2015,671844,Stage 0,,0.0
22-05-2016,472177,Stage 0,,0.0
22-05-2017,530489,Stage 0,,0.0
22-05-2018,660529,Stage 0,,0.0
22-05-2019,743855,Stage 0,20652.0,0.0
22-05-2020,237926,Stage 3,17762.0,7.0
22-05-2021,443587,Stage 0,,0.0
22-06-2009,258933,Stage 0,,0.0
22-06-2010,256329,Stage 0,,0.0
22-06-2011,251213,Stage 0,,0.0
22-06-2012,307503,Stage 0,,0.0
22-06-2013,220923,Stage 0,,0.0
22-06-2014,374281,Stage 0,,0.0
22-06-2015,530660,Stage 0,,0.0
22-06-2016,616462,Stage 0,,0.0
22-06-2017,559088,Stage 0,,0.0
22-06-2018,782598,Stage 0,,0.0
22-06-2019,630400,Stage 0,20066.0,0.0
22-06-2020,239458,Stage 3,,16.0
22-07-2009,258388,Stage 0,,0.0
22-07-2010,269454,Stage 0,,0.0
22-07-2011,310409,Stage 0,,0.0
22-07-2012,200005,Stage 0,,0.0
22-07-2013,254452,Stage 0,,0.0
22-07-2014,441296,Stage 0,,0.0
22-07-2015,588069,Stage 0,,0.0
22-07-2016,726369,Stage 0,,0.0
22-07-2017,495025,Stage 0,,0.0
22-07-2018,574913,Stage 0,,0.0
22-07-2019,737444,Stage 0,20792.0,0.0
22-07-2020,146985,Stage 3,,351.0
22-08-2009,221476,Stage 0,,0.0
22-08-2010,181189,Stage 0,,0.0
22-08-2011,250137,Stage 0,,0.0
22-08-2012,284676,Stage 0,,0.0
22-08-2013,261277,Stage 0,,0.0
22-08-2014,588661,Stage 0,,0.0
22-08-2015,555865,Stage 0,,0.0
22-08-2016,542477,Stage 0,,0.0
22-08-2017,588137,Stage 0,,0.0
22-08-2018,714907,Stage 0,,0.0
22-08-2019,954658,Stage 0,22965.0,0.0
22-08-2020,61691,Stage 4,,189.0
22-09-2009,275983,Stage 0,,0.0
22-09-2010,289963,Stage 0,,0.0
22-09-2011,276836,Stage 0,,0.0
22-09-2012,276216,Stage 0,,0.0
22-09-2013,302125,Stage 0,,0.0
22-09-2014,471066,Stage 0,,0.0
22-09-2015,581181,Stage 0,,0.0
22-09-2016,660788,Stage 0,,0.0
22-09-2017,811585,Stage 0,,0.0
22-09-2018,720962,Stage 0,,0.0
22-09-2019,514555,Stage 0,16816.0,0.0
22-09-2020,125706,Stage 4,,14.0
22-10-2009,278453,Stage 0,,0.0
22-10-2010,329109,Stage 0,,0.0
22-10-2011,187168,Stage 0,,0.0
22-10-2012,288237,Stage 0,,0.0
22-10-2013,397463,Stage 0,,0.0
22-10-2014,477586,Stage 0,,0.0
22-10-2015,572714,Stage 0,,0.0
22-10-2016,448476,Stage 0,,0.0
22-10-2017,505697,Stage 0,,0.0
22-10-2018,695561,Stage 0,,0.0
22-10-2019,853214,Stage 0,23209.0,0.0
22-10-2020,197031,Stage 3,,1.0
22-11-2009,151614,Stage 0,,0.0
22-11-2010,266632,Stage 0,,0.0
22-11-2011,271886,Stage 0,,0.0
22-11-2012,319160,Stage 0,,0.0
22-11-2013,600024,Stage 0,,0.0
22-11-2014,436209,Stage 0,,0.0
22-11-2015,499809,Stage 0,,0.0
22-11-2016,525429,Stage 0,,0.0
22-11-2017,762627,Stage 0,,0.0
22-11-2018,693101,Stage 0,,0.0
22-11-2019,982851,Stage 0,24571.0,0.0
22-11-2020,309849,Stage 1,,0.0
22-12-2009,324479,Stage 0,,0.0
22-12-2010,323928,Stage 0,,0.0
22-12-2011,375631,Stage 0,,0.0
22-12-2012,270724,Stage 0,,0.0
22-12-2013,424910,Stage 0,,0.0
22-12-2014,500078,Stage 0,,0.0
22-12-2015,744859,Stage 0,,0.0
22-12-2016,730382,Stage 0,,0.0
22-12-2017,861717,Stage 0,,0.0
22-12-2018,671686,Stage 0,,0.0
22-12-2019,743645,Stage 0,18019.0,0.0
22-12-2020,403194,Stage 0,,0.0
23-01-2010,221155,Stage 0,,0.0
23-01-2011,188381,Stage 0,,0.0
23-01-2012,299047,Stage 0,,0.0
23-01-2013,319303,Stage 0,,0.0
23-01-2014,520446,Stage 0,,0.0
23-01-2015,647374,Stage 0,,0.0
23-01-2016,613211,Stage 0,,0.0
23-01-2017,514257,Stage 0,,0.0
23-01-2018,798371,Stage 0,,0.0
23-01-2019,728564,Stage 0,17725.0,0.0
23-01-2020,863262,Stage 0,22713.0,0.0
23-01-2021,501466,Stage 0,,0.0
23-02-2010,307387,Stage 0,,0.0
23-02-2011,273842,Stage 0,,0.0
23-02-2012,326632,Stage 0,,0.0
23-02-2013,343713,Stage 0,,0.0
23-02-2014,516114,Stage 0,,0.0
23-02-2015,546358,Stage 0,,0.0
23-02-2016,625435,Stage 0,,0.0
23-02-2017,609664,Stage 0,,0.0
23-02-2018,868880,Stage 0,,0.0
23-02-2019,682938,Stage 0,16988.0,0.0
23-02-2020,596945,Stage 0,16951.0,0.0
23-02-2021,353784,Stage 3,,0.0
23-03-2010,289909,Stage 0,,0.0
23-03-2011,277882,Stage 0,,0.0
23-03-2012,324782,Stage 0,,0.0
23-03-2013,261155,Stage 0,,0.0
23-03-2014,366634,Stage 0,,0.0
23-03-2015,536966,Stage 0,,0.0
23-03-2016,698421,Stage 0,,0.0
23-03-2017,606242,Stage 0,,0.0
23-03-2018,930496,Stage 0,,0.0
23-03-2019,697991,Stage 0,17781.0,0.0
23-03-2020,301095,Stage 0,19178.0,50.0
23-03-2021,430609,Stage 3,,0.0
23-04-2010,307925,Stage 0,,0.0
23-04-2011,252626,Stage 0,,0.0
23-04-2012,282277,Stage 0,,0.0
23-04-2013,289793,Stage 0,,0.0
23-04-2014,491343,Stage 0,,0.0
23-04-2015,602834,Stage 0,,0.0
23-04-2016,654288,Stage 0,,0.0
23-04-2017,490646,Stage 0,,0.0
23-04-2018,727523,Stage 0,,0.0
23-04-2019,726723,Stage 0,17900.0,0.0
23-04-2020,148066,Stage 3,13032.0,4.0
